id;user_id;category;title;body;link;read;created_at;analysis_request_id;severity;agent_name;event_type;navigation_target;navigation_id;analysis_title;metadata;updated_at
891e85f1-bee1-44bf-81af-c7a0fbbba60f;651ce83c-c112-48b0-adb1-f273a478b269;auth;Signed out;You signed out of AI Idea Forge.;/settings;false;2026-07-29 12:55:51.855241+00;;info;;auth.signed_out;profile;;;{};2026-07-29 12:55:51.855241+00
1c0a28cf-7cb1-465b-af6a-8f7fe249acb0;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;download;Report downloaded;The discovery report for Algorithm-Free Social Content Sharing was downloaded.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;true;2026-07-29 12:11:46.861376+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;success;;report.downloaded;report;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;Algorithm-Free Social Content Sharing;{};2026-07-29 15:36:37.543926+00
94740a90-3f14-4966-8e90-04b29924d6c9;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;analysis;Discovery Galaxy opened;Live agent orchestration started for this analysis.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:39.182216+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;info;;galaxy.opened;;;;{};2026-07-29 15:36:39.182216+00
5299dcd9-417d-4d02-b8fb-5d38194259df;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Gap Analysis started;Gap Analysis agent began working on your idea.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:39.91228+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;info;Gap Analysis;agent.started;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""gap""}";2026-07-29 15:36:39.91228+00
e63ecbc8-c0fb-426c-808b-46faafa4c247;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Competitor Analysis started;Competitor Analysis agent began working on your idea.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:40.054294+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;info;Competitor Analysis;agent.started;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""competitor""}";2026-07-29 15:36:40.054294+00
e9461346-c5d6-4264-aeed-643307955050;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Market Research started;Market Research agent began working on your idea.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:40.201369+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;info;Market Research;agent.started;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""market_research""}";2026-07-29 15:36:40.201369+00
eb9c166f-c020-48be-b897-2fa815c79011;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Recommendation Engine started;Recommendation Engine agent began working on your idea.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:40.349073+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;info;Recommendation Engine;agent.started;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""recommendation""}";2026-07-29 15:36:40.349073+00
b83ffe74-37f7-4fe6-8886-99b9cd8a9973;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Feasibility Analysis started;Feasibility Analysis agent began working on your idea.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:40.508889+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;info;Feasibility Analysis;agent.started;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""feasibility""}";2026-07-29 15:36:40.508889+00
e906162c-ea49-4a5c-803e-3c3d154880e4;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Risk & Challenge started;Risk & Challenge agent began working on your idea.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:40.666722+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;info;Risk & Challenge;agent.started;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""risk""}";2026-07-29 15:36:40.666722+00
0fc6a74f-3ad9-442e-bd20-7c52ad3fd215;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Feasibility Analysis failed;Feasibility Analysis agent could not be started.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:41.28202+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;error;Feasibility Analysis;agent.failed;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""feasibility""}";2026-07-29 15:36:41.28202+00
69591e66-95af-427c-82af-15dc30ca47b6;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Recommendation Engine failed;Recommendation Engine agent could not be started.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:41.431822+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;error;Recommendation Engine;agent.failed;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""recommendation""}";2026-07-29 15:36:41.431822+00
81cbdbdd-c04b-4ee4-af6b-1a4b9c6caca7;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Gap Analysis failed;Gap Analysis agent could not be started.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:41.583245+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;error;Gap Analysis;agent.failed;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""gap""}";2026-07-29 15:36:41.583245+00
34881914-746e-4359-8ac2-eb50573cc5d9;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Competitor Analysis failed;Competitor Analysis agent could not be started.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:41.733869+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;error;Competitor Analysis;agent.failed;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""competitor""}";2026-07-29 15:36:41.733869+00
50d2f1e9-e7cb-48b4-a1df-8b307273dbb4;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Market Research failed;Market Research agent could not be started.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:41.878355+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;error;Market Research;agent.failed;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""market_research""}";2026-07-29 15:36:41.878355+00
ef0a6502-fb3e-4a61-bc04-52ee22aaed2b;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;analysis;New analysis created;train ticket booking app was queued for the discovery agents.;/discovery/1f20cc3d-1c46-444e-acc5-13417690c9a6;false;2026-07-29 15:37:05.867049+00;1f20cc3d-1c46-444e-acc5-13417690c9a6;success;;analysis.created;discovery;1f20cc3d-1c46-444e-acc5-13417690c9a6;train ticket booking app;"{""industry"":null,""input_type"":""text""}";2026-07-29 15:37:05.867049+00
1d3d8fea-fb40-4a27-bc87-c805ffcba360;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Risk & Challenge failed;Risk & Challenge agent could not be started.;/discovery/85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;false;2026-07-29 15:36:42.027343+00;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;error;Risk & Challenge;agent.failed;discovery;85f1ee3d-17e8-46c8-ab21-5a00ba31ef18;;"{""agent_key"":""risk""}";2026-07-29 15:36:42.027343+00
2c655a77-6f28-4492-bf69-27ad3fbfe9f3;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Could not start the analysis pipeline;The analysis workflow isn't active in n8n. Activate the workflow (or click 'Execute workflow' for test URLs) and try again.;/discovery/1f20cc3d-1c46-444e-acc5-13417690c9a6;false;2026-07-29 15:37:06.069421+00;1f20cc3d-1c46-444e-acc5-13417690c9a6;error;;webhook.failed;;;train ticket booking app;{};2026-07-29 15:37:06.069421+00
8c80280a-556b-483a-bd77-dd152463d261;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;analysis;New analysis created;train ticket booking app was queued for the discovery agents.;/discovery/2cb0cade-d4fb-4aac-a659-8965a4d7df80;false;2026-07-29 15:37:36.572092+00;2cb0cade-d4fb-4aac-a659-8965a4d7df80;success;;analysis.created;discovery;2cb0cade-d4fb-4aac-a659-8965a4d7df80;train ticket booking app;"{""industry"":null,""input_type"":""text""}";2026-07-29 15:37:36.572092+00
3bbd36a0-bc83-4353-8f2e-af43031ac752;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Could not start the analysis pipeline;The analysis workflow isn't active in n8n. Activate the workflow (or click 'Execute workflow' for test URLs) and try again.;/discovery/2cb0cade-d4fb-4aac-a659-8965a4d7df80;false;2026-07-29 15:37:39.531412+00;2cb0cade-d4fb-4aac-a659-8965a4d7df80;error;;webhook.failed;;;train ticket booking app;{};2026-07-29 15:37:39.531412+00
9bd56e80-3eae-4711-b0a7-710d87cf9fa7;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;analysis;New analysis created;train ticket booking app was queued for the discovery agents.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:32.059222+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;success;;analysis.created;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;train ticket booking app;"{""industry"":null,""input_type"":""text""}";2026-07-29 15:40:32.059222+00
21935aff-4ae6-433c-9677-e13c47b794bb;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;api;Analysis queued with the AI pipeline;Market Research workflow was triggered successfully.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:36.29502+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;;webhook.triggered;;;train ticket booking app;{};2026-07-29 15:40:36.29502+00
1bf7e227-71e6-4f10-9a52-46f3fd27068c;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;analysis;Discovery Galaxy opened;Live agent orchestration started for this analysis.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:36.520667+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;;galaxy.opened;;;;{};2026-07-29 15:40:36.520667+00
33882d64-7fae-446f-a390-9d45e4c946e4;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Competitor Analysis started;Competitor Analysis agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:37.254496+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Competitor Analysis;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""competitor""}";2026-07-29 15:40:37.254496+00
a89d7d32-43b5-48c9-a370-197aea2e9e8d;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Market Research started;Market Research agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:37.407342+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Market Research;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""market_research""}";2026-07-29 15:40:37.407342+00
1d4d9802-326a-4ef7-8017-f804c36c722d;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Gap Analysis started;Gap Analysis agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:37.561012+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Gap Analysis;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""gap""}";2026-07-29 15:40:37.561012+00
bb39903a-b034-4a7d-b7f8-b835f4e66dda;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Risk & Challenge started;Risk & Challenge agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:37.706814+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Risk & Challenge;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""risk""}";2026-07-29 15:40:37.706814+00
b5325ee9-4ad8-4041-947b-1a0290bac751;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Gap Analysis failed;Gap Analysis agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:37.870412+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Gap Analysis;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""gap""}";2026-07-29 15:40:37.870412+00
50038c02-cd0a-4fd9-8f56-42867c2c3a59;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Market Research failed;Market Research agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:38.011936+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Market Research;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""market_research""}";2026-07-29 15:40:38.011936+00
e5e36ddc-19ae-45bc-9701-ca9cd15c2d25;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Competitor Analysis failed;Competitor Analysis agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:38.179729+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Competitor Analysis;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""competitor""}";2026-07-29 15:40:38.179729+00
024cef69-7b35-4100-8a60-d27d69d3f7ed;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Feasibility Analysis started;Feasibility Analysis agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:38.333052+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Feasibility Analysis;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""feasibility""}";2026-07-29 15:40:38.333052+00
329f0535-5476-4bb9-8a30-137eb12adaed;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Risk & Challenge failed;Risk & Challenge agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:38.479759+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Risk & Challenge;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""risk""}";2026-07-29 15:40:38.479759+00
965e5591-8900-4047-a9c6-fe6406dc8b3b;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Recommendation Engine started;Recommendation Engine agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:38.632907+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Recommendation Engine;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""recommendation""}";2026-07-29 15:40:38.632907+00
df6491e0-bcfc-44cf-8968-46fdf1043535;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Feasibility Analysis failed;Feasibility Analysis agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:38.773946+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Feasibility Analysis;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""feasibility""}";2026-07-29 15:40:38.773946+00
bb4959f2-bca8-4bdb-b962-ef2b704e1407;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Recommendation Engine failed;Recommendation Engine agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:40:39.843139+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Recommendation Engine;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""recommendation""}";2026-07-29 15:40:39.843139+00
0bb119bc-76b1-4d59-9f66-7cfda6b56af1;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;analysis;Discovery Galaxy opened;Live agent orchestration started for this analysis.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:00.190982+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;;galaxy.opened;;;;{};2026-07-29 15:53:00.190982+00
8fb360af-9c71-4ae2-8545-9460c9d95ad7;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Market Research started;Market Research agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:00.629634+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Market Research;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""market_research""}";2026-07-29 15:53:00.629634+00
5c57496f-6b27-4ea5-9313-1604104a7ae2;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Competitor Analysis started;Competitor Analysis agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:00.810589+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Competitor Analysis;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""competitor""}";2026-07-29 15:53:00.810589+00
495ab458-fd2c-4c0a-b6d6-21d88df4c1e2;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Feasibility Analysis started;Feasibility Analysis agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:00.926027+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Feasibility Analysis;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""feasibility""}";2026-07-29 15:53:00.926027+00
fa1cb026-8db5-4c8a-9ff8-3b55c47bddcc;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Gap Analysis started;Gap Analysis agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:01.063251+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Gap Analysis;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""gap""}";2026-07-29 15:53:01.063251+00
55bf5aa2-521e-4933-9f8b-b03227f1bb36;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Risk & Challenge started;Risk & Challenge agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:01.225124+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Risk & Challenge;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""risk""}";2026-07-29 15:53:01.225124+00
dc5b3182-9308-4970-af1d-e1847c85e864;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Recommendation Engine started;Recommendation Engine agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:01.376402+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Recommendation Engine;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""recommendation""}";2026-07-29 15:53:01.376402+00
ac06c9f9-2892-4038-bc54-5c8627fd5695;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Risk & Challenge failed;Risk & Challenge agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:01.535437+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Risk & Challenge;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""risk""}";2026-07-29 15:53:01.535437+00
335e975c-1142-42a1-90f9-0e72e238e312;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Market Research failed;Market Research agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:01.678541+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Market Research;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""market_research""}";2026-07-29 15:53:01.678541+00
24a777c4-32f0-48f9-b0d2-4e5fd3c05c7c;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Feasibility Analysis failed;Feasibility Analysis agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:01.826565+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Feasibility Analysis;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""feasibility""}";2026-07-29 15:53:01.826565+00
85aadb0c-8daa-4bbe-ba05-6f2812add387;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Gap Analysis failed;Gap Analysis agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:01.977752+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Gap Analysis;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""gap""}";2026-07-29 15:53:01.977752+00
2e2f1edb-d761-4f49-8f27-9a86a8d09bbc;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Competitor Analysis failed;Competitor Analysis agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:02.139771+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Competitor Analysis;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""competitor""}";2026-07-29 15:53:02.139771+00
a3830ab7-48d7-4def-9218-6aa86c30be98;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Recommendation Engine failed;Recommendation Engine agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:53:02.262035+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Recommendation Engine;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""recommendation""}";2026-07-29 15:53:02.262035+00
3a9d2c76-5295-4339-b236-d301f8342b80;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Market Research completed;Market Research agent successfully completed.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 15:55:50.826661+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;success;Market Research;agent.completed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""market_research""}";2026-07-29 15:55:50.826661+00
b1d0f908-0008-4982-8664-7258103e2f75;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;analysis;Discovery Galaxy opened;Live agent orchestration started for this analysis.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 16:29:59.744031+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;;galaxy.opened;;;;{};2026-07-29 16:29:59.744031+00
9762ad97-bb8c-430d-a291-29c96dd14475;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Feasibility Analysis started;Feasibility Analysis agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 16:30:00.176008+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Feasibility Analysis;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""feasibility""}";2026-07-29 16:30:00.176008+00
03261513-6171-4c89-99f1-dc738426dcc9;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Risk & Challenge started;Risk & Challenge agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 16:30:00.329369+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Risk & Challenge;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""risk""}";2026-07-29 16:30:00.329369+00
518027cd-d344-48e3-815c-f540670ad3ff;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Gap Analysis started;Gap Analysis agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 16:30:00.477796+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Gap Analysis;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""gap""}";2026-07-29 16:30:00.477796+00
bd214e03-3dbf-447a-bac6-94cf3bcff962;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Recommendation Engine started;Recommendation Engine agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 16:30:00.719998+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Recommendation Engine;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""recommendation""}";2026-07-29 16:30:00.719998+00
481bf759-3421-42c5-8a1c-a57c48314ff0;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;agent;Competitor Analysis started;Competitor Analysis agent began working on your idea.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 16:30:00.775078+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;info;Competitor Analysis;agent.started;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;;"{""agent_key"":""competitor""}";2026-07-29 16:30:00.775078+00
c4979c2e-db4e-4911-9df1-070f0828bbcd;e87e1f6b-1658-4aee-b7d7-3de7970dccc4;error;Gap Analysis failed;Gap Analysis agent could not be started.;/discovery/0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;false;2026-07-29 16:30:03.538788+00;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;error;Gap Analysis;agent.failed;discovery;0eb97ea8-b0a3-40cd-b9d8-74f36751d27b;Train Ticket Pro;"{""agent_key"":""gap""}";2026-07-29 16:30:03.538788+00
